41.7812,54.7500,1.0000,0.5142,0.0000,0.0000
44.6562,57.7188,1.0000,0.5273,0.0000,1.0000
46.5625,60.5625,1.0000,0.5142,0.0000,2.0000
44.5000,56.0312,1.0000,0.5205,0.0000,3.0000
41.7188,50.6875,150.0000,0.4709,0.0000,4.0000
44.0312,54.2812,1.0000,0.5098,0.0000,5.0000
47.9375,65.7500,150.0000,0.4417,0.0000,6.0000
44.0312,56.5312,1.0000,0.4275,0.0000,7.0000
44.5000,59.0938,100.0000,0.3699,0.0000,8.0000
44.1875,100.0000,10.0000,0.2976,0.0000,9.0000
40.0000,55.2500,1.0000,0.4331,1.0000,0.0000
42.8438,54.7188,1.0000,0.5132,1.0000,1.0000
37.6250,52.3750,1.0000,0.5347,1.0000,2.0000
47.5938,58.8750,1.0000,0.5063,1.0000,3.0000
41.8125,53.7188,1.0000,0.5298,1.0000,4.0000
41.7500,53.1562,10.0000,0.5464,1.0000,5.0000
44.0312,54.7500,10.0000,0.5093,1.0000,6.0000
44.5000,55.3125,50.0000,0.5132,1.0000,7.0000
44.4062,53.8438,50.0000,0.4680,1.0000,8.0000
44.1250,71.4375,1.0000,0.3213,1.0000,9.0000
45.6250,55.7500,1.0000,0.4414,2.0000,0.0000
47.2500,58.3438,1.0000,0.4888,2.0000,1.0000
43.7500,56.2812,50.0000,0.4973,2.0000,2.0000
43.5938,54.2500,50.0000,0.5259,2.0000,3.0000
40.7500,52.9062,1.0000,0.5039,2.0000,4.0000
45.4062,58.1875,1.0000,0.5327,2.0000,5.0000
43.0625,53.1562,10.0000,0.5225,2.0000,6.0000
47.7188,63.5312,150.0000,0.5010,2.0000,7.0000
44.0312,56.9375,100.0000,0.5044,2.0000,8.0000
42.2812,31.8125,1.0000,0.4272,2.0000,9.0000
46.6562,56.7188,10.0000,0.4287,3.0000,0.0000
44.7812,55.4062,100.0000,0.4849,3.0000,1.0000
47.5312,57.8125,1.0000,0.5283,3.0000,2.0000
41.5312,53.0625,10.0000,0.5127,3.0000,3.0000
43.3125,54.5938,1.0000,0.5347,3.0000,4.0000
45.2812,56.3438,100.0000,0.5073,3.0000,5.0000
49.5000,66.3125,100.0000,0.5327,3.0000,6.0000
44.0625,55.6875,50.0000,0.4961,3.0000,7.0000
41.9375,46.2812,150.0000,0.4900,3.0000,8.0000
44.4375,40.0000,1.0000,0.4277,3.0000,9.0000
32.1562,54.2188,10.0000,0.4321,4.0000,0.0000
40.6875,55.2500,50.0000,0.4580,4.0000,1.0000
42.0312,55.2500,1.0000,0.5059,4.0000,2.0000
48.6875,60.2500,1.0000,0.5078,4.0000,3.0000
42.7188,54.1875,100.0000,0.5425,4.0000,4.0000
45.1250,60.4062,1.0000,0.5801,4.0000,5.0000
41.9688,54.8750,1.0000,0.5229,4.0000,6.0000
42.9688,52.1250,1.0000,0.5068,4.0000,7.0000
42.9688,52.9375,10.0000,0.4683,4.0000,8.0000
44.9375,68.1875,1.0000,0.3953,4.0000,9.0000
50.0000,56.3125,1.0000,0.3862,5.0000,0.0000
48.8750,56.9688,1.0000,0.4990,5.0000,1.0000
47.8750,56.6250,1.0000,0.5176,5.0000,2.0000
52.5000,59.1875,50.0000,0.5107,5.0000,3.0000
45.1875,56.4062,1.0000,0.5518,5.0000,4.0000
43.5000,54.9688,1.0000,0.4875,5.0000,5.0000
43.5000,55.9688,50.0000,0.5688,5.0000,6.0000
38.6250,46.5625,150.0000,0.5303,5.0000,7.0000
42.4375,48.0000,1.0000,0.5381,5.0000,8.0000
42.3750,29.4062,50.0000,0.4399,5.0000,9.0000
34.4688,55.5625,10.0000,0.3677,6.0000,0.0000
49.1562,57.2188,50.0000,0.4260,6.0000,1.0000
46.1562,56.5000,1.0000,0.4802,6.0000,2.0000
43.9375,55.2500,1.0000,0.5522,6.0000,3.0000
44.0938,55.4375,1.0000,0.5195,6.0000,4.0000
42.6250,55.3125,10.0000,0.5195,6.0000,5.0000
45.9375,57.6875,1.0000,0.5498,6.0000,6.0000
46.1875,59.3438,1.0000,0.5078,6.0000,7.0000
43.5000,53.5625,1.0000,0.5000,6.0000,8.0000
45.4688,65.1875,10.0000,0.4556,6.0000,9.0000
33.3438,55.4688,150.0000,0.3855,7.0000,0.0000
37.9375,54.7812,1.0000,0.4719,7.0000,1.0000
57.5625,57.1562,100.0000,0.4641,7.0000,2.0000
54.3750,58.2188,100.0000,0.5645,7.0000,3.0000
43.2500,55.3125,10.0000,0.5249,7.0000,4.0000
39.5625,54.0625,1.0000,0.5723,7.0000,5.0000
44.4375,55.7188,1.0000,0.5386,7.0000,6.0000
45.5625,59.0938,10.0000,0.5479,7.0000,7.0000
42.3438,54.1250,1.0000,0.5596,7.0000,8.0000
44.2812,55.5625,1.0000,0.4441,7.0000,9.0000
33.3438,55.0312,1.0000,0.3191,8.0000,0.0000
47.8125,56.5625,1.0000,0.4109,8.0000,1.0000
45.8438,56.5000,1.0000,0.5308,8.0000,2.0000
45.2500,55.4688,1.0000,0.5161,8.0000,3.0000
46.3750,56.0312,1.0000,0.5430,8.0000,4.0000
45.1250,57.5000,1.0000,0.5537,8.0000,5.0000
48.6250,57.7188,1.0000,0.5532,8.0000,6.0000
45.5938,59.8438,10.0000,0.5659,8.0000,7.0000
45.9062,60.4688,1.0000,0.5913,8.0000,8.0000
44.3438,54.2812,1.0000,0.4746,8.0000,9.0000
25.0000,55.5312,50.0000,0.2864,9.0000,0.0000
60.0000,56.8750,1.0000,0.3386,9.0000,1.0000
29.1719,54.6250,1.0000,0.4500,9.0000,2.0000
40.0000,55.5625,1.0000,0.5093,9.0000,3.0000
49.2188,56.5625,150.0000,0.4910,9.0000,4.0000
51.6250,57.2500,100.0000,0.5352,9.0000,5.0000
42.7188,55.5000,1.0000,0.5439,9.0000,6.0000
45.3125,57.9062,1.0000,0.5513,9.0000,7.0000
48.5938,60.7500,1.0000,0.5220,9.0000,8.0000
42.8438,52.7812,1.0000,0.5645,9.0000,9.0000
