45.1875,56.5312,150.0000,0.4814,0.0000,0.0000
41.9688,55.7188,148.0000,0.6616,0.0000,1.0000
45.9375,57.5312,150.0000,0.5205,0.0000,2.0000
44.9375,58.2500,146.0000,0.6167,0.0000,3.0000
45.6250,60.0000,113.0000,0.4902,0.0000,4.0000
43.5625,52.9375,136.0000,0.5957,0.0000,5.0000
43.9062,53.6250,134.0000,0.4971,0.0000,6.0000
47.3125,70.7500,143.0000,0.4617,0.0000,7.0000
42.8438,50.0000,111.0000,0.5293,0.0000,8.0000
43.7188,66.6875,150.0000,0.2998,0.0000,9.0000
31.6719,52.9062,140.0000,0.4624,1.0000,0.0000
44.7500,56.7812,150.0000,0.5591,1.0000,1.0000
45.8438,56.9062,150.0000,0.5874,1.0000,2.0000
39.5312,51.5625,139.0000,0.5718,1.0000,3.0000
42.6875,53.6875,136.0000,0.4744,1.0000,4.0000
39.7500,51.3125,149.0000,0.6528,1.0000,5.0000
44.2500,56.8438,111.0000,0.5957,1.0000,6.0000
43.8438,54.4375,149.0000,0.6934,1.0000,7.0000
44.7500,60.8750,150.0000,0.4421,1.0000,8.0000
43.3750,52.0000,102.0000,0.5107,1.0000,9.0000
47.1562,56.2188,119.0000,0.6113,2.0000,0.0000
42.2188,55.9688,142.0000,0.5117,2.0000,1.0000
46.6562,57.9375,141.0000,0.6582,2.0000,2.0000
43.0312,53.7188,141.0000,0.6006,2.0000,3.0000
44.4375,55.1875,148.0000,0.5674,2.0000,4.0000
43.7500,56.0000,126.0000,0.5205,2.0000,5.0000
47.7500,62.0625,139.0000,0.5356,2.0000,6.0000
47.0312,60.5625,136.0000,0.5967,2.0000,7.0000
41.9688,52.1875,142.0000,0.5513,2.0000,8.0000
44.8750,60.0000,129.0000,0.4060,2.0000,9.0000
38.7812,54.3438,137.0000,0.4587,3.0000,0.0000
41.8750,54.5938,148.0000,0.6133,3.0000,1.0000
43.8125,55.0938,149.0000,0.5024,3.0000,2.0000
43.5000,54.7812,122.0000,0.4966,3.0000,3.0000
49.2188,61.7500,150.0000,0.6323,3.0000,4.0000
44.5312,56.5625,129.0000,0.5181,3.0000,5.0000
44.3125,56.7812,130.0000,0.7046,3.0000,6.0000
42.4688,51.5000,123.0000,0.5322,3.0000,7.0000
43.3438,53.5625,149.0000,0.6328,3.0000,8.0000
43.4688,44.0000,123.0000,0.5308,3.0000,9.0000
45.7188,57.4062,146.0000,0.5854,4.0000,0.0000
44.0000,55.5625,148.0000,0.5654,4.0000,1.0000
44.7500,56.8125,129.0000,0.5488,4.0000,2.0000
39.2812,52.9375,140.0000,0.6382,4.0000,3.0000
39.1875,51.8125,129.0000,0.5713,4.0000,4.0000
45.8125,59.8125,138.0000,0.5713,4.0000,5.0000
44.5000,57.2812,100.0000,0.5449,4.0000,6.0000
41.1250,51.6250,138.0000,0.4915,4.0000,7.0000
43.1250,53.8438,117.0000,0.4492,4.0000,8.0000
44.2500,57.5000,106.0000,0.6206,4.0000,9.0000
51.3438,56.7812,101.0000,0.3394,5.0000,0.0000
50.0000,57.7500,128.0000,0.5439,5.0000,1.0000
48.2812,57.1562,107.0000,0.6484,5.0000,2.0000
47.8125,57.2188,139.0000,0.5107,5.0000,3.0000
43.4062,54.9375,127.0000,0.5918,5.0000,4.0000
43.7812,55.6250,147.0000,0.5811,5.0000,5.0000
45.1250,56.7812,101.0000,0.5342,5.0000,6.0000
41.6562,54.1250,139.0000,0.6064,5.0000,7.0000
40.6562,50.0000,150.0000,0.6045,5.0000,8.0000
43.8125,60.0000,139.0000,0.5835,5.0000,9.0000
50.0000,56.3125,100.0000,0.4304,6.0000,0.0000
51.7812,57.9375,150.0000,0.4402,6.0000,1.0000
38.9688,54.1562,145.0000,0.4707,6.0000,2.0000
49.3750,58.3438,138.0000,0.5908,6.0000,3.0000
49.5938,59.7500,108.0000,0.5576,6.0000,4.0000
47.7812,58.2812,136.0000,0.5220,6.0000,5.0000
46.0312,57.6875,150.0000,0.5596,6.0000,6.0000
42.5312,52.9375,130.0000,0.5503,6.0000,7.0000
38.6875,45.5625,149.0000,0.4941,6.0000,8.0000
43.0312,52.2812,134.0000,0.5552,6.0000,9.0000
51.4375,57.3125,150.0000,0.4470,7.0000,0.0000
42.0000,54.8125,149.0000,0.4937,7.0000,1.0000
52.3125,57.7188,139.0000,0.5332,7.0000,2.0000
44.4375,56.2500,140.0000,0.5576,7.0000,3.0000
37.9375,53.6875,150.0000,0.5410,7.0000,4.0000
42.7500,55.1875,143.0000,0.6416,7.0000,5.0000
45.2812,57.0312,150.0000,0.5542,7.0000,6.0000
47.9688,62.5000,141.0000,0.5981,7.0000,7.0000
47.9688,60.3750,100.0000,0.5645,7.0000,8.0000
44.6250,58.0625,127.0000,0.4551,7.0000,9.0000
36.0000,54.8750,108.0000,0.5469,8.0000,0.0000
35.0000,54.3750,140.0000,0.5898,8.0000,1.0000
52.0938,57.3125,118.0000,0.7695,8.0000,2.0000
43.4688,55.5625,101.0000,0.6001,8.0000,3.0000
45.4688,57.4688,135.0000,0.6201,8.0000,4.0000
44.2500,55.3125,114.0000,0.5645,8.0000,5.0000
47.0625,58.7812,136.0000,0.5586,8.0000,6.0000
47.1562,58.2188,149.0000,0.5835,8.0000,7.0000
46.0625,60.0000,150.0000,0.5952,8.0000,8.0000
42.1562,48.2188,104.0000,0.4509,8.0000,9.0000
66.6875,56.5938,101.0000,0.3906,9.0000,0.0000
36.0000,54.8438,118.0000,0.4739,9.0000,1.0000
47.6250,56.0000,131.0000,0.5264,9.0000,2.0000
42.5000,55.0938,114.0000,0.5615,9.0000,3.0000
41.4375,55.1875,107.0000,0.4629,9.0000,4.0000
33.3438,52.5938,106.0000,0.5093,9.0000,5.0000
41.2812,53.4375,140.0000,0.6147,9.0000,6.0000
47.2188,57.3125,139.0000,0.5820,9.0000,7.0000
43.5312,54.6875,139.0000,0.5547,9.0000,8.0000
42.1875,51.9062,150.0000,0.5615,9.0000,9.0000
